Chr	Start	End																						
chr4	97785927	97786137																						
chr8	10889789	10889999																						
chr3	107972142	107972352																						
chr6	88726859	88727069																						
chr9	25585722	25585932																						
chrX	59999327	59999537																						
chr11	60729416	60729626																						
chr16	13801362	13801572																						
chr17	65931851	65932061																						
chr6	149096410	149096620																						
chr4	132234809	132235019																						
chr15	97462660	97462870																						
chr1	179586733	179586943																						
chr7	116036770	116036980																						
chr12	30240976	30241186																						
chr14	40036256	40036466																						
chr5	77107187	77107397																						
chr15	85732698	85732908																						
chr15	34052332	34052542																						
chr14	10514144	10514354																						
chr5	53992600	53992810																						
chr1	183387479	183387689																						
chr17	69955046	69955256																						
chr5	134210005	134210215																						
chr16	29944009	29944219																						
chr7	68119760	68119970																						
chr9	115476437	115476647																						
chr8	126829594	126829804																						
chr7	28952861	28953071																						
chr19	30187301	30187511																						
chr4	45523044	45523254																						
chr7	140633075	140633285																						
chr2	72752881	72753091																						
chr10	87906946	87907156																						
chr13	38090021	38090231																						
chr10	52374689	52374899																						
chr19	24683333	24683543																						
chr2	165869371	165869581																						
chr4	6278627	6278837																						
chr4	115575372	115575582																						
chr4	59471298	59471508																						
chr7	63336207	63336417																						
chr19	4441614	4441824																						
chr6	116894362	116894572																						
chr1	31015297	31015507																						
chr17	10495589	10495799																						
chr8	105209754	105209964																						
chr18	9784764	9784974																						
chr8	35378288	35378498																						
chr1	105114898	105115108																						
chr8	127438119	127438329																						
chr10	4586779	4586989																						
chr18	12257745	12257955																						
chr10	78607699	78607909																						
chr13	52831450	52831660																						
chr3	60941502	60941712																						
chr7	112656066	112656276																						
chr17	31588204	31588414																						
chr11	20824049	20824259																						
chr9	57064250	57064460																						
chr1	127729203	127729413																						
chr15	98695782	98695992																						
chr12	29075274	29075484																						
chr6	119846931	119847141																						
chr1	161266926	161267136																						
chr10	18004278	18004488																						
chr9	111329991	111330201																						
chr6	24046954	24047164																						
chr8	122898576	122898786																						
chr9	106716290	106716500																						
chr7	119617599	119617809																						
chr1	136686585	136686795																						
chr19	20451215	20451425																						
chr10	20046203	20046413																						
chr9	52976099	52976309																						
chr11	43186612	43186822																						
chr14	8244268	8244478																						
chr19	9097086	9097296																						
chr10	127966504	127966714																						
chr9	74656499	74656709																						
chr1	23163538	23163748																						
chr7	140717270	140717480																						
chr7	67634275	67634485																						
chr15	83444417	83444627																						
chr3	62349313	62349523																						
chr14	59423442	59423652																						
chr10	111567073	111567283																						
chr7	88305786	88305996																						
chr9	77746286	77746496																						
chr2	68796165	68796375																						
chr8	40858203	40858413																						
chr1	136929775	136929985																						
chr6	145341208	145341418																						
chr14	121352815	121353025																						
chr11	35750630	35750840																						
chr1	154251305	154251515																						
chr9	31996572	31996782																						
chr10	89631922	89632132																						
chr17	84215336	84215546																						
chr15	27550437	27550647																						
chr8	41119924	41120134																						
chr4	150020104	150020314																						
chr13	52821695	52821905																						
chr4	150327779	150327989																						
chr1	120120225	120120435																						
chr9	72913686	72913896																						
chr7	133119652	133119862																						
chr2	134541908	134542118																						
chr1	57341344	57341554																						
chr4	138184731	138184941																						
chr1	136960608	136960818																						
chr13	34055089	34055299																						
chr14	114062713	114062923																						
chr7	67169144	67169354																						
chr13	85797536	85797746																						
chr2	155056226	155056436																						
chr1	130309808	130310018																						
chr9	69229956	69230166																						
chr4	35305258	35305468																						
chr6	149222383	149222593																						
chr6	72227090	72227300																						
chr8	41115173	41115383																						
chr15	82766070	82766280																						
chr5	123196843	123197053																						
chr13	38526262	38526472																						
chr3	104189234	104189444																						
chr9	47624045	47624255																						
chr19	46091731	46091941																						
chr16	44061481	44061691																						
chr10	122308753	122308963																						
chr19	41387346	41387556																						
chr10	88507887	88508097																						
chrX	52155705	52155915																						
chr14	86300952	86301162																						
chr19	7802632	7802842																						
chr6	142459352	142459562																						
chr7	141581245	141581455																						
chr1	43273393	43273603																						
chr2	3673056	3673266																						
chr1	170343919	170344129																						
chr10	28422601	28422811																						
chr5	150583825	150584035																						
chr10	110707414	110707624																						
chr9	56929486	56929696																						
chr1	160373361	160373571																						
chr3	119165919	119166129																						
chr5	77132002	77132212																						
chr17	45589975	45590185																						
chr14	17681650	17681860																						
chr10	121488759	121488969																						
chr11	111997185	111997395																						
chr4	104986104	104986314																						
chr2	79969644	79969854																						
chr12	104992875	104993085																						
chr4	108066669	108066879																						
chr17	86236848	86237058																						
chr11	83922727	83922937																						
chr5	145800320	145800530																						
chr15	75986365	75986575																						
chr11	110367705	110367915																						
chr15	30285893	30286103																						
chr8	123642257	123642467																						
chr12	12793414	12793624																						
chr13	113906948	113907158																						
chr16	13358815	13359025																						
chr8	46470198	46470408																						
chr13	52025629	52025839																						
chr2	144074162	144074372																						
chr4	106982754	106982964																						
chr19	29489936	29490146																						
chr17	64747491	64747701																						
chr1	151128183	151128393																						
chr1	55079805	55080015																						
chr3	81990534	81990744																						
chr13	101698045	101698255																						
chr6	115421657	115421867																						
chr8	128488549	128488759																						
chr14	30944333	30944543																						
chr4	155566742	155566952																						
chr1	168475647	168475857																						
chr18	32145364	32145574																						
chr6	23129262	23129472																						
chr4	59244773	59244983																						
chr15	89376154	89376364																						
chr16	4375193	4375403																						
chr6	140548205	140548415																						
chr17	79623965	79624175																						
chr8	22497116	22497326																						
chr10	4673382	4673592																						
chr8	94528482	94528692																						
chr4	99126394	99126604																						
chr1	167375105	167375315																						
chr14	70575017	70575227																						
chr17	16846235	16846445																						
chr3	97631421	97631631																						
chr4	138326504	138326714																						
chr4	107002537	107002747																						
chr6	27662161	27662371																						
chr15	7138568	7138778																						
chr7	81665530	81665740																						
chr11	101355942	101356152																						
chr10	67283645	67283855																						
chr19	39992229	39992439																						
chr11	53699444	53699654																						
chr18	39140689	39140899																						
chr4	43620556	43620766																						
chr7	19804860	19805070																						
chr19	30119005	30119215																						
chr1	137010640	137010850																						
chr2	150902215	150902425																						
chr12	108849622	108849832																						
chr4	40852527	40852737																						
chr14	66082785	66082995																						
chr10	33816991	33817201																						
chr3	60094841	60095051																						
chr2	59248907	59249117																						
chr19	12601168	12601378																						
chr16	28905624	28905834																						
chr17	12387858	12388068																						
chr8	35570262	35570472																						
chr1	119248822	119249032																						
chr14	98863676	98863886																						
chr11	89009571	89009781																						
chr19	3326486	3326696																						
chr1	137172190	137172400																						
chr15	41744783	41744993																						
chr10	69941669	69941879																						
chr14	21754484	21754694																						
chr13	59822282	59822492																						
chr14	46959919	46960129																						
chr6	143634466	143634676																						
chr11	101627477	101627687																						
chr6	90395883	90396093																						
chr10	28449134	28449344																						
chr4	150013238	150013448																						
chr1	52465877	52466087																						
chr3	100683667	100683877																						
chr16	33163460	33163670																						
chr8	72038397	72038607																						
chr8	122945919	122946129																						
chr2	132282196	132282406																						
chr15	54866570	54866780																						
chr4	53080351	53080561																						
chr8	24875701	24875911																						
chr12	34989633	34989843																						
chr14	51940948	51941158																						
chr14	64865071	64865281																						
chr10	42230952	42231162																						
chr3	145789257	145789467																						
chr9	23363240	23363450																						
chr3	108013247	108013457																						
chr11	5505905	5506115																						
chr1	9989023	9989233																						
chr1	184837779	184837989																						
chr3	98178386	98178596																						
chr7	27124412	27124622																						
chr10	44454958	44455168																						
chr5	150912735	150912945																						
chr19	43767620	43767830																						
chr2	145872326	145872536																						
chr16	29991942	29992152																						
chr18	84874627	84874837																						
chr19	31891125	31891335																						
chr16	93726326	93726536																						
chr9	101282045	101282255																						
chr19	17312785	17312995																						
chr16	34887131	34887341																						
chr3	52526967	52527177																						
chr10	89518449	89518659																						
chr2	84762937	84763147																						
chr4	129913750	129913960																						
chr8	126807432	126807642																						
chr14	59483975	59484185																						
chr4	40725641	40725851																						
chr13	21940756	21940966																						
chr7	72292289	72292499																						
chr12	7921008	7921218																						
chr13	24791425	24791635																						
chr16	93335376	93335586																						
chr2	35278380	35278590																						
chr8	128463174	128463384																						
chr3	83003208	83003418																						
chr16	7183029	7183239																						
chr19	17781374	17781584																						
chr15	84196542	84196752																						
chr13	48911445	48911655																						
chr9	69183998	69184208																						
chr13	16069158	16069368																						
chr9	70824211	70824421																						
chr5	150598775	150598985																						
chr4	120975060	120975270																						
chr3	146589588	146589798																						
chr4	87794271	87794481																						
chr18	32709861	32710071																						
chr2	153609538	153609748																						
chr18	39467060	39467270																						
chr16	14194169	14194379																						
chr2	147378941	147379151																						
chr15	34491179	34491389																						
chr10	8087286	8087496																						
chr10	118700249	118700459																						
chr11	44007755	44007965																						
chr16	13899108	13899318																						
chr8	41103923	41104133																						
chr12	80854794	80855004																						
chrX	60461613	60461823																						
chr3	145798862	145799072																						
chr10	75932911	75933121																						
chr6	143640735	143640945																						
chr3	79849674	79849884																						
chr5	130205679	130205889																						
chr6	54460634	54460844																						
chr6	141857891	141858101																						
chr5	140205994	140206204																						
chr2	158093901	158094111																						
chr6	51469905	51470115																						
chr13	69006974	69007184																						
chr9	64913392	64913602																						
chr13	54077308	54077518																						
chr5	121665111	121665321																						
chr7	14446623	14446833																						
chr13	58216484	58216694																						
chr11	31676926	31677136																						
chr10	87895385	87895595																						
chr6	136008257	136008467																						
chr2	84961477	84961687																						
chr1	153749398	153749608																						
chr13	54066472	54066682																						
chr9	74801174	74801384																						
chr15	88184969	88185179																						
chr8	93126578	93126788																						
chr9	47624691	47624901																						
chr5	38491916	38492126																						
chr5	44252441	44252651																						
chr1	162986232	162986442																						
chr4	117138976	117139186																						
chr14	48507430	48507640																						
chr3	132479408	132479618																						
chr15	76552827	76553037																						
chr12	8876874	8877084																						
chr11	8162989	8163199																						
chr1	86882729	86882939																						
chr4	86853310	86853520																						
chr6	58951742	58951952																						
chr15	75356390	75356600																						
chr17	63181779	63181989																						
chr16	23029064	23029274																						
chr4	59717482	59717692																						
chr4	150898731	150898941																						
chr13	119716152	119716362																						
chr11	88654853	88655063																						
chr15	7931640	7931850																						
chr5	45903324	45903534																						
chr18	75676678	75676888																						
chr4	11566467	11566677																						
chr10	75836269	75836479																						
chr15	57889498	57889708																						
chr3	96564129	96564339																						
chr6	142752434	142752644																						
chr17	91875324	91875534																						
chr9	62118145	62118355																						
chr7	127894659	127894869																						
chr9	43466968	43467178																						
chrX	160413952	160414162																						
chr1	84285773	84285983																						
chr15	77166334	77166544																						
chr3	98109001	98109211																						
chr6	54289841	54290051																						
chr13	51073043	51073253																						
chr13	96743035	96743245																						
chr18	20867676	20867886																						
chr2	153608111	153608321																						
chr19	53902528	53902738																						
chr18	16752956	16753166																						
chr8	91381645	91381855																						
chr3	106515081	106515291																						
chr19	38398958	38399168																						
chr6	134791239	134791449																						
chr5	90247727	90247937																						
chr13	112500086	112500296																						
chr2	75613302	75613512																						
chr9	30124582	30124792																						
chr7	19817834	19818044																						
chr16	18433402	18433612																						
chr10	20220532	20220742																						
chr11	112728239	112728449																						
chr2	152363537	152363747																						
chr13	24880774	24880984																						
chr1	157076904	157077114																						
chr3	118478169	118478379																						
chr4	82380664	82380874																						
chr14	39192321	39192531																						
chr6	53996698	53996908																						
chr9	47423549	47423759																						
chr14	17845857	17846067																						
chr9	94479057	94479267																						
chr13	23804622	23804832																						
chr11	61274011	61274221																						
chr2	131215780	131215990																						
chr17	86458426	86458636																						
chr3	89899076	89899286																						
chr4	130665218	130665428																						
chr15	96880157	96880367																						
chr3	35893300	35893510																						
chr10	128253872	128254082																						
chr12	104386956	104387166																						
chr9	85080033	85080243																						
chr9	106158199	106158409																						
chr4	65931022	65931232																						
chr4	97804014	97804224																						
chr4	139540903	139541113																						
chr11	117965240	117965450																						
chr7	109823162	109823372																						
chr11	61236191	61236401																						
chr7	80658012	80658222																						
chr16	91784495	91784705																						
chr5	63938534	63938744																						
chr18	68005969	68006179																						
chr7	28925385	28925595																						
chr6	54789204	54789414																						
chr16	24622593	24622803																						
chr16	81353781	81353991																						
chr4	70503945	70504155																						
chr13	23446650	23446860																						
chr1	184867818	184868028																						
chr5	107272771	107272981																						
chr4	133314971	133315181																						
chr1	131638670	131638880																						
chr10	99349486	99349696																						
chr9	107296567	107296777																						
chr19	25621982	25622192																						
chr16	45810352	45810562																						
chrX	14757477	14757687																						
chrX	101379853	101380063																						
chr6	124448288	124448498																						
chr8	68844261	68844471																						
chr1	171441449	171441659																						
chr18	34538144	34538354																						
chr18	38310555	38310765																						
chr5	137975586	137975796																						
chr1	164208436	164208646																						
chr13	30347074	30347284																						
chr15	3324968	3325178																						
chr2	116983384	116983594																						
chr9	30852361	30852571																						
chr17	45702398	45702608																						
chr1	75010313	75010523																						
chr18	77879325	77879535																						
chr3	89910205	89910415																						
chr7	49397387	49397597																						
chr1	151130140	151130350																						
chr15	10249295	10249505																						
chr13	102014363	102014573																						
chr7	14215406	14215616																						
chr6	8046524	8046734																						
chr8	23476050	23476260																						
chr13	98955262	98955472																						
chr15	32964907	32965117																						
chr1	65178099	65178309																						
chr13	96960092	96960302																						
chr15	39841393	39841603																						
chr17	28885275	28885485																						
chr2	148040269	148040479																						
chr14	121614513	121614723																						
chr12	8205751	8205961																						
chr12	35663140	35663350																						
chr6	122880128	122880338																						
chr16	33895712	33895922																						
chr7	6838155	6838365																						
chr7	101616515	101616725																						
chr2	67956273	67956483																						
chr10	7298420	7298630																						
chr11	101729405	101729615																						
chr4	32570978	32571188																						
chr10	63062827	63063037																						
chr11	60935731	60935941																						
chr4	44978267	44978477																						
chr5	125273872	125274082																						
chr3	115748392	115748602																						
chr5	135678650	135678860																						
chr8	82417084	82417294																						
chr7	132777271	132777481																						
chr7	46566369	46566579																						
chr12	21209310	21209520																						
chr18	84935845	84936055																						
chr17	24821712	24821922																						
chr4	45521713	45521923																						
chr7	141517685	141517895																						
chr8	85699209	85699419																						
chr15	102193768	102193978																						
chr16	24483472	24483682																						
chr13	109899471	109899681																						
chr3	145843901	145844111																						
chr2	163596048	163596258																						
chr9	119933896	119934106																						
chr2	58562229	58562439																						
chr2	166993718	166993928																						
chr15	7201842	7202052																						
chr3	93601962	93602172																						
chr11	102216522	102216732																						
chr1	39102601	39102811																						
chr7	28959743	28959953																						
chr9	90165694	90165904																						
chr13	96664641	96664851																						
chr3	131018004	131018214																						
chr7	39981767	39981977																						
chr16	10989481	10989691																						
chr4	6937243	6937453																						
chr6	117891839	117892049																						
chr10	17334007	17334217																						
chr10	128088231	128088441																						
chr14	27667614	27667824																						
chr2	146577356	146577566																						
chr19	43811488	43811698																						
chr7	114203783	114203993																						
chr7	65913279	65913489																						
chr9	25550315	25550525																						
chr6	50437907	50438117																						
chr5	65354186	65354396																						
chr3	146246673	146246883																						
chr15	36956325	36956535																						
chr4	139963147	139963357																						
chr3	98242688	98242898																						
chr17	29252135	29252345																						
chr10	82876577	82876787																						
chr10	95439032	95439242																						
chr1	130678624	130678834																						
chr5	92710965	92711175																						
chr19	32551697	32551907																						
chr19	56287749	56287959																						
chr8	29735494	29735704																						
chr8	93122083	93122293																						
chr11	46707069	46707279																						
chr14	114166127	114166337																						
chr1	153897342	153897552																						
chr3	88564068	88564278																						
chr18	3628435	3628645																						
chr16	33171076	33171286																						
chr18	75503097	75503307																						
chr15	41232783	41232993																						
chr7	126689057	126689267																						
chr12	57871057	57871267																						
chr18	34948601	34948811																						
chr4	136146960	136147170																						
chr14	120532630	120532840																						
chr2	118533316	118533526																						
chr6	38338052	38338262																						
chr5	49326665	49326875																						
chr2	72880081	72880291																						
chr10	125490376	125490586																						
chr5	119580816	119581026																						
chr17	64748245	64748455																						
chr7	81688492	81688702																						
chr6	17747820	17748030																						
chr11	17664012	17664222																						
chr14	30875383	30875593																						
chr17	13698194	13698404																						
chr8	40272410	40272620																						
chr15	54598752	54598962																						
chr2	102009957	102010167																						
chr15	25473316	25473526																						
chr13	24144157	24144367																						
chr12	37241599	37241809																						
chr2	160714195	160714405																						
chr3	54521864	54522074																						
chr9	31028252	31028462																						
chr1	106280347	106280557																						
chr3	37882625	37882835																						
chrX	85877791	85878001																						
chr13	35382518	35382728																						
chr9	77943405	77943615																						
chr9	15473242	15473452																						
chr2	147942683	147942893																						
chr8	69091103	69091313																						
chr10	75789973	75790183																						
chr15	85777011	85777221																						
chr11	107012308	107012518																						
chr10	43742809	43743019																						
chr18	74647479	74647689																						
chr8	117714724	117714934																						
chr17	57233010	57233220																						
chr1	193274484	193274694																						
chr10	99555868	99556078																						
chr14	71845625	71845835																						
chr15	77160978	77161188																						
chr6	122625266	122625476																						
chr4	45483946	45484156																						
chr14	8000359	8000569																						
chr9	69306867	69307077																						
chr10	95322138	95322348																						
chr3	118566877	118567087																						
chr15	74175444	74175654																						
chr19	31870694	31870904																						
chr13	81010134	81010344																						
chr3	83020426	83020636																						
chr17	28894219	28894429																						
chr19	26058859	26059069																						
chr10	127407505	127407715																						
chr2	172579272	172579482																						
chr6	35297546	35297756																						
chr19	43813417	43813627																						
chr13	64105678	64105888																						
chr11	96638073	96638283																						
chr1	193287677	193287887																						
chr1	143663244	143663454																						
chr9	114815501	114815711																						
chr2	72313358	72313568																						
chr19	20555428	20555638																						
chr14	30861773	30861983																						
chr18	20936405	20936615																						
chr11	83737172	83737382																						
chr8	79615790	79616000																						
chr11	5499229	5499439																						
chr9	95477404	95477614																						
chr18	20944761	20944971																						
chr16	93591542	93591752																						
chr13	74695576	74695786																						
chr11	95777900	95778110																						
chr17	56612649	56612859																						
chr7	88293955	88294165																						
chr1	164235221	164235431																						
chr11	115432929	115433139																						
chr15	10283710	10283920																						
chr13	28532338	28532548																						
chr12	51470964	51471174																						
chr2	64441040	64441250																						
chr2	73609102	73609312																						
chr3	38146747	38146957																						
chr12	99435321	99435531																						
chr16	43328320	43328530																						
chrX	38466826	38467036																						
chr6	59414889	59415099																						
chr1	180428385	180428595																						
chr12	82333236	82333446																						
chr8	41127598	41127808																						
chr13	91208849	91209059																						
chr1	153692638	153692848																						
chr10	71251930	71252140																						
chr8	88857312	88857522																						
chr15	79187890	79188100																						
chr2	158175586	158175796																						
chr5	89277691	89277901																						
chr16	94497209	94497419																						
chr1	64738374	64738584																						
chr18	73249840	73250050																						
chr1	8417003	8417213																						
chr12	78249247	78249457																						
chr11	98265010	98265220																						
chr16	31565056	31565266																						
chr16	15550804	15551014																						
chr8	35211809	35212019																						
chr10	95408605	95408815																						
chr10	67021615	67021825																						
chr8	124200510	124200720																						
chr15	91203615	91203825																						
chr13	48542461	48542671																						
chr4	32510249	32510459																						
chr5	9028505	9028715																						
chr11	22373350	22373560																						
chr5	151078029	151078239																						
chr3	82175652	82175862																						
chr11	69073600	69073810																						
chr2	71256668	71256878																						
chr5	97967157	97967367																						
chr18	56715844	56716054																						
chr6	97276481	97276691																						
chr17	43861322	43861532																						
chr12	82914752	82914962																						
chr11	16886225	16886435																						
chr3	129444318	129444528																						
chr3	119746857	119747067																						
chr7	73528480	73528690																						
chr13	49190462	49190672																						
chr4	62395845	62396055																						
chr4	53830599	53830809																						
chr19	4829281	4829491																						
chr17	32250689	32250899																						
chr1	170428227	170428437																						
chr7	114322758	114322968																						
chr9	92271095	92271305																						
chr19	32476692	32476902																						
chr18	33189792	33190002																						
chr11	101519470	101519680																						
chr2	163417691	163417901																						
chr1	139548605	139548815																						
chr5	135646136	135646346																						
chr1	76039334	76039544																						
chr12	35313385	35313595																						
chr16	93875011	93875221																						
chr7	145049197	145049407																						
chr15	82572962	82573172																						
chr4	40850692	40850902																						
chr18	75180178	75180388																						
chr6	117172545	117172755																						
chr10	128965061	128965271																						
chr18	76008149	76008359																						
chr15	39150329	39150539																						
chr11	100396650	100396860																						
chr14	76733392	76733602																						
chr1	81745132	81745342																						
chr8	109579137	109579347																						
chr19	17498688	17498898																						
chr9	48723597	48723807																						
chr2	103466343	103466553																						
chr8	109011822	109012032																						
chr14	55565788	55565998																						
chr17	67142245	67142455																						
chr1	38449498	38449708																						
chr7	119521824	119522034																						
chr19	58022091	58022301																						
chr6	108102543	108102753																						
chr18	61679577	61679787																						
chr12	75473025	75473235																						
chr9	65809807	65810017																						
chr1	180018352	180018562																						
chr3	95293552	95293762																						
chr8	47649662	47649872																						
chr2	125820419	125820629																						
chr1	131486228	131486438																						
chr15	62743979	62744189																						
chr10	99384865	99385075																						
chr9	88361301	88361511																						
chr9	57831510	57831720																						
chr5	28040090	28040300																						
chr18	11442444	11442654																						
chr17	24848776	24848986																						
chr8	45063400	45063610																						
chr1	160980683	160980893																						
chr4	107921917	107922127																						
chr6	116635513	116635723																						
chr4	49148812	49149022																						
chr4	108126460	108126670																						
chr2	13484561	13484771																						
chr7	84136232	84136442																						
chr19	17408720	17408930																						
chr4	132066060	132066270																						
chr18	8930441	8930651																						
chr4	107004496	107004706																						
chr7	26939368	26939578																						
chr7	84676226	84676436																						
chr17	83089973	83090183																						
chr10	95197383	95197593																						
chr14	41170613	41170823																						
chr11	102742256	102742466																						
chr5	77163053	77163263																						
chr1	58610268	58610478																						
chr11	120991818	120992028																						
chr6	72073922	72074132																						
chr16	93793362	93793572																						
chr1	120100522	120100732																						
chr15	3229023	3229233																						
chr12	59095574	59095784																						
chr5	65348187	65348397																						
chr11	62568496	62568706																						
chr12	76281366	76281576																						
chr10	57494006	57494216																						
chr12	54453496	54453706																						
chr4	49099564	49099774																						
chr14	105890933	105891143																						
chr1	179804305	179804515																						
chr16	94556394	94556604																						
chr13	47183706	47183916																						
chr6	100582008	100582218																						
chr16	37580010	37580220																						
chr13	109590140	109590350																						
chr1	62452687	62452897																						
chr19	43797399	43797609																						
chr1	125551784	125551994																						
chr6	85849295	85849505																						
chr12	57402428	57402638																						
chr16	55816546	55816756																						
chr12	85153122	85153332																						
chr3	62348473	62348683																						
chr7	63911987	63912197																						
chr1	164162893	164163103																						
chr2	67983658	67983868																						
chr17	79029351	79029561																						
chr2	30700537	30700747																						
chr16	24878928	24879138																						
chr3	21995612	21995822																						
chr13	59009977	59010187																						
chr4	145074401	145074611																						
chr8	3412165	3412375																						
chr6	37398026	37398236																						
chr1	162853973	162854183																						
chr8	44709623	44709833																						
chr13	93689625	93689835																						
chr8	34933406	34933616																						
chr5	140105075	140105285																						
chr17	15430032	15430242																						
chr9	112744561	112744771																						
chr6	31149177	31149387																						
chr2	58992755	58992965																						
chr5	52537307	52537517																						
chr13	45958404	45958614																						
chr19	36476665	36476875																						
chr14	22801054	22801264																						
chr12	17441538	17441748																						
chr1	93123303	93123513																						
chr9	72766938	72767148																						
chr19	30287926	30288136																						
chr10	115359191	115359401																						
chr3	67551335	67551545																						
chr5	124025943	124026153																						
chr16	30779358	30779568																						
chr6	54047481	54047691																						
chr16	23058145	23058355																						
chr8	124926291	124926501																						
chr2	130919116	130919326																						
chr7	130222624	130222834																						
chr17	40806583	40806793																						
chr2	18156146	18156356																						
chr6	137465333	137465543																						
chr12	83544095	83544305																						
chr14	66521927	66522137																						
chr5	114784661	114784871																						
chr4	86686065	86686275																						
chr4	130645597	130645807																						
chr16	23979491	23979701																						
chr13	52154221	52154431																						
chr18	38986240	38986450																						
chr7	35557578	35557788																						
chr2	166002521	166002731																						
chr6	57541168	57541378																						
chr13	107923315	107923525																						
chr14	17885405	17885615																						
chr6	149057971	149058181																						
chr14	62880169	62880379																						
chr1	106171131	106171341																						
chr12	103657233	103657443																						
chr5	121591840	121592050																						
chr12	103631394	103631604																						
chr1	39445710	39445920																						
chr7	114364011	114364221																						
chr16	49874568	49874778																						
chr12	35668863	35669073																						
chr2	118318586	118318796																						
chr1	88269829	88270039																						
chr11	94160753	94160963																						
chr2	134544422	134544632																						
chr15	88850581	88850791																						
chr6	142726209	142726419																						
chr6	35085340	35085550																						
chr2	103467241	103467451																						
chr7	98316620	98316830																						
chr14	51096143	51096353																						
chr8	119430289	119430499																						
chr8	33855837	33856047																						
chr5	105684165	105684375																						
chr9	70939769	70939979																						
chr13	101316427	101316637																						
chr7	98511737	98511947																						
chr5	123226903	123227113																						
chr9	89264716	89264926																						
chr13	67269095	67269305																						
chr1	9621624	9621834																						
chr8	11098518	11098728																						
chr10	89594681	89594891																						
chr1	133712974	133713184																						
chr1	91446188	91446398																						
chr19	41838070	41838280																						
chr19	34505522	34505732																						
chr6	141333326	141333536																						
chr7	115732895	115733105																						
chr14	21278954	21279164																						
chr19	46979812	46980022																						
chr10	69583877	69584087																						
chr17	12925162	12925372																						
chr5	115268398	115268608																						
chr18	81231924	81232134																						
chr5	102563982	102564192																						
chr7	27059331	27059541																						
chr3	144264561	144264771																						
chr18	84909315	84909525																						
chr12	8779844	8780054																						
chr3	51201943	51202153																						
chr6	134724312	134724522																						
chr4	44977379	44977589																						
chr10	61403054	61403264																						
chr18	15410860	15411070																						
chr1	186409071	186409281																						
chr2	15064940	15065150																						
chr1	36940299	36940509																						
chr19	43918815	43919025																						
chr7	84167206	84167416																						
chr6	140745613	140745823																						
chr19	26754548	26754758																						
chr1	82234663	82234873																						
chr19	37867135	37867345																						
chr9	24513395	24513605																						
chr6	36175191	36175401																						
chr7	81173978	81174188																						
chr19	7968759	7968969																						
chr2	148005485	148005695																						
chr8	106130563	106130773																						
chr6	121270261	121270471																						
chr14	31635300	31635510																						
chr4	100231032	100231242																						
chr8	124755585	124755795																						
chr19	26756017	26756227																						
chr7	100354923	100355133																						
chr12	32768493	32768703																						
chr4	87667535	87667745																						
chr18	9393356	9393566																						
chr6	87866302	87866512																						
chr7	140774472	140774682																						
chr4	105095399	105095609																						
chr7	30954183	30954393																						
chr1	87992867	87993077																						
chr12	54191277	54191487																						
chr14	25239611	25239821																						
chr4	124766386	124766596																						
chr13	67729117	67729327																						
chr13	104037603	104037813																						
chr11	31874142	31874352																						
chr4	137121772	137121982																						
chr5	115014694	115014904																						
chr10	31585552	31585762																						
chr8	23193785	23193995																						
chr15	78532637	78532847																						
chr13	16633544	16633754																						
chr14	60649023	60649233																						
chr13	101779120	101779330																						
chr11	96938061	96938271																						
chr11	95724598	95724808																						
chr6	71167017	71167227																						
chr4	145000030	145000240																						
chr5	23863305	23863515																						
chr4	19527852	19528062																						
chr19	37458002	37458212																						
chr3	41018043	41018253																						
chr2	125764620	125764830																						
chr8	108745571	108745781																						
chr1	164415409	164415619																						
chr6	31137337	31137547																						
chr6	72401837	72402047																						
chr2	131873491	131873701																						
chr15	79546601	79546811																						
chr1	78510915	78511125																						
chr13	32794667	32794877																						
chr13	96980624	96980834																						
chr10	41341417	41341627																						
chr4	102810319	102810529																						
chr18	75444604	75444814																						
chr14	122719894	122720104																						
chr7	127813930	127814140																						
chr10	87534289	87534499																						
chr10	111133353	111133563																						
chr9	65306756	65306966																						
chr1	156752032	156752242																						
chr9	47637385	47637595																						
chr2	141288389	141288599																						
chr15	23105092	23105302																						
chr3	19965358	19965568																						
chr11	50197567	50197777																						
chr9	42751281	42751491																						
chr12	99395263	99395473																						
chr1	170325368	170325578																						
chr12	98502059	98502269																						
chr3	122253177	122253387																						
chr2	158071374	158071584																						
chr2	27416445	27416655																						
chr9	61314894	61315104																						
chr18	61272921	61273131																						
chr6	134700890	134701100																						
chr7	90019637	90019847																						
chr17	8276176	8276386																						
chr4	107388448	107388658																						
chr13	4046165	4046375																						
chr13	101746223	101746433																						
chr7	109562004	109562214																						
chr12	77349604	77349814																						
chr11	60811008	60811218																						
chr15	85961706	85961916																						
chr10	94119145	94119355																						
chr19	33101912	33102122																						
chr12	80218926	80219136																						
chr2	169390442	169390652																						
chr7	102338014	102338224																						
