Chr	Start	End																						
chr4	63554757	63554973																						
chr5	122800463	122800679																						
chr3	107349917	107350133																						
chr2	103511701	103511917																						
chr6	108284740	108284956																						
chr19	29049463	29049679																						
chr15	74175423	74175639																						
chr12	71043742	71043958																						
chr13	37460460	37460676																						
chr13	28069711	28069927																						
chr14	14793870	14794086																						
chr6	148315683	148315899																						
chr13	104404182	104404398																						
chr5	91200457	91200673																						
chr5	151406349	151406565																						
chr15	8324155	8324371																						
chr4	148846161	148846377																						
chr2	147830605	147830821																						
chr6	90332606	90332822																						
chr1	21304311	21304527																						
chr9	46215018	46215234																						
chr7	70524316	70524532																						
chr1	78568225	78568441																						
chr5	43051090	43051306																						
chr9	40613314	40613530																						
chr2	84761879	84762095																						
chr16	93822876	93823092																						
chr6	95612253	95612469																						
chr11	68459435	68459651																						
chr5	30816185	30816401																						
chr13	36350745	36350961																						
chr14	105300592	105300808																						
chr1	60659783	60659999																						
chr1	58614570	58614786																						
chr6	85853511	85853727																						
chr13	51645974	51646190																						
chr9	121916304	121916520																						
chr11	104550806	104551022																						
chr3	54760763	54760979																						
chr15	83531965	83532181																						
chr10	95950286	95950502																						
chr13	64105700	64105916																						
chr15	44678702	44678918																						
chr5	28031900	28032116																						
chr3	119968329	119968545																						
chr16	20020961	20021177																						
chr1	93124020	93124236																						
chrX	160422305	160422521																						
chr2	143876122	143876338																						
chr13	54430139	54430355																						
chr6	144242586	144242802																						
chr11	109851220	109851436																						
chr7	16588130	16588346																						
chr12	80976012	80976228																						
chr16	93793390	93793606																						
chr14	118674218	118674434																						
chr15	37519144	37519360																						
chr9	42804144	42804360																						
chr16	18433413	18433629																						
chr5	51289346	51289562																						
chr7	6838159	6838375																						
chr16	76078318	76078534																						
chr19	34863793	34864009																						
chr11	60311607	60311823																						
chr13	31223061	31223277																						
chr14	45477840	45478056																						
chr9	97099060	97099276																						
chr3	84266605	84266821																						
chr11	97714854	97715070																						
chr4	107921973	107922189																						
chr4	40823197	40823413																						
chr15	72003357	72003573																						
chr1	130822223	130822439																						
chr6	25909620	25909836																						
chr11	7197496	7197712																						
chr11	77357961	77358177																						
chr9	122118291	122118507																						
chr11	23701931	23702147																						
chr13	43233468	43233684																						
chr6	136419317	136419533																						
chr3	14783388	14783604																						
chr11	16701894	16702110																						
chr5	86575189	86575405																						
chr13	112902247	112902463																						
chr6	67027846	67028062																						
chr1	68979294	68979510																						
chr9	59004925	59005141																						
chr19	46091757	46091973																						
chr1	72255112	72255328																						
chr15	33305670	33305886																						
chr11	109494962	109495178																						
chr9	94471528	94471744																						
chr7	133793558	133793774																						
chr11	90356738	90356954																						
chr19	26754421	26754637																						
chr18	31924804	31925020																						
chr8	27239560	27239776																						
chr3	38243126	38243342																						
chr18	64338695	64338911																						
chr10	67057731	67057947																						
chr6	122880105	122880321																						
chr11	70747998	70748214																						
chr13	35959738	35959954																						
chr18	7847589	7847805																						
chr13	23913777	23913993																						
chr13	58920339	58920555																						
chr9	98280241	98280457																						
chr5	74704613	74704829																						
chr3	19044768	19044984																						
chrX	36819717	36819933																						
chr6	55190129	55190345																						
chr4	119040023	119040239																						
chr4	115601724	115601940																						
chr8	93063471	93063687																						
chr6	54140521	54140737																						
chr2	52374827	52375043																						
chr5	101858930	101859146																						
chr11	88387064	88387280																						
chr3	25428483	25428699																						
chr6	135559663	135559879																						
chr12	94862723	94862939																						
chr5	28661842	28662058																						
chr6	71189633	71189849																						
chr12	100789926	100790142																						
chr15	60921277	60921493																						
chr10	68127623	68127839																						
chr13	24803892	24804108																						
chr1	59321617	59321833																						
chr5	22589648	22589864																						
chr10	18435525	18435741																						
chr6	71999934	72000150																						
chr12	17376655	17376871																						
chr3	98280199	98280415																						
chr5	91036769	91036985																						
chr7	56072236	56072452																						
chr5	86926535	86926751																						
chr5	89374786	89375002																						
chr15	7167277	7167493																						
chr3	51202732	51202948																						
chr5	76955626	76955842																						
chr12	72638078	72638294																						
chr2	67983614	67983830																						
chr2	103824977	103825193																						
chr4	73598086	73598302																						
chr9	72775156	72775372																						
chr10	125354894	125355110																						
chr18	64158917	64159133																						
chr2	120738172	120738388																						
chr14	21112804	21113020																						
chr8	93070868	93071084																						
chr12	25267374	25267590																						
chr13	114838539	114838755																						
chr6	35335506	35335722																						
chr16	84746010	84746226																						
chr9	22492782	22492998																						
chr11	57998958	57999174																						
chr19	27394404	27394620																						
chr10	17155433	17155649																						
chr6	59451371	59451587																						
chr18	67734337	67734553																						
chr5	21658643	21658859																						
chr7	134022598	134022814																						
chr10	87366615	87366831																						
chr19	56535086	56535302																						
chr5	33147790	33148006																						
chr5	135036067	135036283																						
chr2	147905182	147905398																						
chr16	4477850	4478066																						
chr8	128668487	128668703																						
chr16	26591004	26591220																						
chr11	78984964	78985180																						
chr19	42530050	42530266																						
chr6	34662696	34662912																						
chr6	71237191	71237407																						
chr6	24952356	24952572																						
chr18	38599448	38599664																						
chr8	89285025	89285241																						
chr1	39592147	39592363																						
chr11	12236427	12236643																						
chr9	102836313	102836529																						
chr18	9766115	9766331																						
chr15	76269878	76270094																						
chr3	89300219	89300435																						
chr4	8761728	8761944																						
chr1	185203280	185203496																						
chr3	121814397	121814613																						
chr17	32935367	32935583																						
chr6	120589364	120589580																						
chr19	18128835	18129051																						
chr8	104384133	104384349																						
chr16	94629176	94629392																						
chr14	45387585	45387801																						
chr1	134520120	134520336																						
chr1	193278450	193278666																						
chr5	87572899	87573115																						
chr5	125081046	125081262																						
chr2	181266912	181267128																						
chr8	12842466	12842682																						
chr7	140725645	140725861																						
chr3	19961471	19961687																						
chrX	139039383	139039599																						
chr2	118307635	118307851																						
chr8	11098537	11098753																						
chr15	3215229	3215445																						
chr4	138200596	138200812																						
chr4	103671323	103671539																						
chr8	122463642	122463858																						
chr19	46100100	46100316																						
chr9	77848664	77848880																						
chr16	43365407	43365623																						
chr9	95557820	95558036																						
chr16	13358859	13359075																						
chr5	100896270	100896486																						
chr12	86250232	86250448																						
chrX	10239561	10239777																						
chr6	71261069	71261285																						
chr4	108355309	108355525																						
chr15	99843937	99844153																						
chr4	43423311	43423527																						
chr6	113038425	113038641																						
chr3	55114636	55114852																						
chr12	21324513	21324729																						
chr19	7876728	7876944																						
chr6	72902662	72902878																						
chr16	6365915	6366131																						
chr10	109290038	109290254																						
chr18	56038298	56038514																						
chr1	74344873	74345089																						
chr1	82234682	82234898																						
chr7	119550836	119551052																						
chr6	134700897	134701113																						
chr9	71131942	71132158																						
chr12	79557955	79558171																						
chr3	107230016	107230232																						
chr11	5915880	5916096																						
chr7	100494990	100495206																						
chr3	7631130	7631346																						
chr17	26622071	26622287																						
chr1	114875915	114876131																						
chr7	140721255	140721471																						
chr2	178662500	178662716																						
chr10	88515130	88515346																						
chr7	68311557	68311773																						
chr4	152232472	152232688																						
chr14	65890690	65890906																						
chrX	36794592	36794808																						
chr2	152784648	152784864																						
chr13	109899482	109899698																						
chr4	107899360	107899576																						
chr5	87347832	87348048																						
chr19	40478267	40478483																						
chr11	69041049	69041265																						
chr6	111368563	111368779																						
chr6	52007791	52008007																						
chr2	103804273	103804489																						
chr19	26823560	26823776																						
chr9	96379546	96379762																						
chr13	5587317	5587533																						
chr5	74561247	74561463																						
chr19	27411354	27411570																						
chr5	38038758	38038974																						
chr12	52603849	52604065																						
chr14	116208760	116208976																						
chr4	97911848	97912064																						
chr14	57101690	57101906																						
chr2	165009679	165009895																						
chr10	94764881	94765097																						
chr1	41555771	41555987																						
chr9	50555127	50555343																						
chr8	93080046	93080262																						
chr2	5563707	5563923																						
chr5	119292404	119292620																						
chr2	6338022	6338238																						
chr12	79558713	79558929																						
chr16	81353104	81353320																						
chr16	31570319	31570535																						
chr2	105039407	105039623																						
chr12	28800967	28801183																						
chr5	96961179	96961395																						
chr12	75740503	75740719																						
chr10	115337454	115337670																						
chr6	12439605	12439821																						
chr7	66311370	66311586																						
chr12	52464691	52464907																						
chr3	144577397	144577613																						
chr17	75775535	75775751																						
chr2	165443118	165443334																						
chr17	46053394	46053610																						
chr2	134544517	134544733																						
chr16	21844334	21844550																						
chr1	174742722	174742938																						
chr17	86438802	86439018																						
chr12	99858744	99858960																						
chr11	60027973	60028189																						
chr16	57127890	57128106																						
chr1	72244322	72244538																						
chr2	12887055	12887271																						
chr18	33337295	33337511																						
chr16	54902995	54903211																						
chr10	37148050	37148266																						
chr5	148956219	148956435																						
chr5	39219798	39220014																						
chr6	72073859	72074075																						
chr9	56441504	56441720																						
chr17	67128275	67128491																						
chr8	72208674	72208890																						
chr5	131828273	131828489																						
chr3	104279649	104279865																						
chr15	82763697	82763913																						
chr17	57195371	57195587																						
chr2	126575867	126576083																						
chr18	36527757	36527973																						
chr16	17532964	17533180																						
chr15	6225291	6225507																						
chr15	31117240	31117456																						
chr5	132385517	132385733																						
chr8	22154056	22154272																						
chr16	30998143	30998359																						
chr1	9989019	9989235																						
chr9	94207327	94207543																						
chr18	9393386	9393602																						
chr7	84145651	84145867																						
chr2	67827783	67827999																						
chr6	108102319	108102535																						
chr1	191846679	191846895																						
chr5	66043989	66044205																						
chr7	24552413	24552629																						
chr12	110154468	110154684																						
chr16	65718878	65719094																						
chr8	127438111	127438327																						
chr4	36101784	36102000																						
chr14	27351798	27352014																						
chr17	80073750	80073966																						
chr1	45920695	45920911																						
chr12	79675839	79676055																						
chr8	40573438	40573654																						
chr4	118490520	118490736																						
chr6	91678708	91678924																						
chr13	43620196	43620412																						
chr16	97758379	97758595																						
chr10	17331368	17331584																						
chr16	91793814	91794030																						
chr18	11161211	11161427																						
chr8	23209971	23210187																						
chr5	72365880	72366096																						
chr15	54953623	54953839																						
chr3	132644256	132644472																						
chr14	20753567	20753783																						
chr9	31183108	31183324																						
chr9	103243776	103243992																						
chr8	45261956	45262172																						
chr10	26849987	26850203																						
chr1	88074548	88074764																						
chr12	33311859	33312075																						
chr17	85044551	85044767																						
chr9	83951449	83951665																						
chr16	17235409	17235625																						
chr4	130716630	130716846																						
chr15	91034119	91034335																						
chr2	114776199	114776415																						
chr13	45252224	45252440																						
chr10	127355423	127355639																						
chr6	143487130	143487346																						
chr5	115531949	115532165																						
chr2	137062299	137062515																						
chr16	95708709	95708925																						
chr12	35049013	35049229																						
chr19	12671171	12671387																						
chr13	97831696	97831912																						
chr15	77251728	77251944																						
chr11	80159157	80159373																						
chr2	67711637	67711853																						
chr6	58651135	58651351																						
chr15	8131309	8131525																						
chr12	72749587	72749803																						
chr3	52618931	52619147																						
chr1	157013042	157013258																						
chr13	47247444	47247660																						
chr2	147429850	147430066																						
chr16	76220604	76220820																						
chr14	47196847	47197063																						
chr3	40704932	40705148																						
chr2	43415392	43415608																						
chr2	32424262	32424478																						
chr4	102511016	102511232																						
chr9	20862281	20862497																						
chr2	153609547	153609763																						
chr4	106934165	106934381																						
chr3	119589005	119589221																						
chr14	51898743	51898959																						
chr10	123567772	123567988																						
chr6	134664547	134664763																						
chr1	13467251	13467467																						
chr19	17741486	17741702																						
chr13	37625897	37626113																						
chr2	54114115	54114331																						
chr1	67125586	67125802																						
chr6	85866173	85866389																						
chr9	74900251	74900467																						
chr9	23363330	23363546																						
chr1	184053244	184053460																						
chr17	33979744	33979960																						
chr1	190201847	190202063																						
chr8	56491586	56491802																						
chr19	10165952	10166168																						
chr3	52617553	52617769																						
chr5	149009211	149009427																						
chr14	30261643	30261859																						
chr10	23851393	23851609																						
chr7	115868507	115868723																						
chr17	79609804	79610020																						
chr16	36559710	36559926																						
chr2	163538438	163538654																						
chr11	102392511	102392727																						
chr6	93328724	93328940																						
chr3	157723243	157723459																						
chr6	91699894	91700110																						
chr3	147639194	147639410																						
chr8	95833763	95833979																						
chr9	94478971	94479187																						
chr3	24507896	24508112																						
chr15	103087307	103087523																						
chr17	67159644	67159860																						
chr10	61137612	61137828																						
chr8	111782250	111782466																						
chr6	125575205	125575421																						
chr2	172452081	172452297																						
chr10	99226722	99226938																						
chr3	108114016	108114232																						
chr6	52152887	52153103																						
chr13	95843781	95843997																						
chr4	101374198	101374414																						
chr3	98687722	98687938																						
chr13	116173903	116174119																						
chr16	13323888	13324104																						
chr11	103897895	103898111																						
chr7	71526258	71526474																						
chr18	62096170	62096386																						
chr15	96944840	96945056																						
chr9	75445088	75445304																						
chr18	75272774	75272990																						
chr5	142932748	142932964																						
chr9	70011172	70011388																						
chr10	128070076	128070292																						
chr18	84894262	84894478																						
chr3	106320179	106320395																						
chr13	102880736	102880952																						
chr5	138076253	138076469																						
chr3	102678523	102678739																						
chr19	34856533	34856749																						
chr8	124845234	124845450																						
chr8	124279229	124279445																						
chr6	125941095	125941311																						
chr13	6059776	6059992																						
chr1	58078517	58078733																						
chr19	53225613	53225829																						
chr7	102300883	102301099																						
chr16	35456387	35456603																						
chr8	11009735	11009951																						
chr8	26116891	26117107																						
chr16	43297994	43298210																						
chr2	154601386	154601602																						
chr5	120565227	120565443																						
chr11	90000715	90000931																						
chr10	115288977	115289193																						
chr1	4801716	4801932																						
chr13	90502236	90502452																						
chr5	5533673	5533889																						
chr4	97855748	97855964																						
chr3	148761684	148761900																						
chr17	29073413	29073629																						
chr2	134947009	134947225																						
chr10	71476925	71477141																						
chr10	99576423	99576639																						
chr17	28460455	28460671																						
chr17	5049402	5049618																						
chr8	126661570	126661786																						
chr3	22074974	22075190																						
chr16	23334273	23334489																						
chr6	141333300	141333516																						
chr1	4769021	4769237																						
chr4	62020701	62020917																						
chr13	91765645	91765861																						
chr2	122970164	122970380																						
chr15	3230611	3230827																						
chr7	123643519	123643735																						
chr3	122871691	122871907																						
chr5	32034548	32034764																						
chr1	88172204	88172420																						
chr19	42146395	42146611																						
chr8	36665940	36666156																						
chr6	48896024	48896240																						
chr6	146685750	146685966																						
chr15	82418656	82418872																						
chr4	117343452	117343668																						
chr2	27411849	27412065																						
chrX	140507741	140507957																						
chr19	41495502	41495718																						
chr1	153749400	153749616																						
chr9	74656513	74656729																						
chr18	11496481	11496697																						
chr6	11930987	11931203																						
chr17	86236877	86237093																						
chrX	140456336	140456552																						
chr7	19235387	19235603																						
chr11	95038734	95038950																						
chr14	17698250	17698466																						
chr8	128276588	128276804																						
chr15	10378666	10378882																						
chr1	36255184	36255400																						
chrX	12241120	12241336																						
chr7	75525827	75526043																						
chr3	135734812	135735028																						
chr13	31346307	31346523																						
chr9	93509708	93509924																						
chr2	126778909	126779125																						
chr4	15944759	15944975																						
chrX	164445681	164445897																						
chr10	123846727	123846943																						
chr15	79390502	79390718																						
chr13	101849465	101849681																						
chr12	27894710	27894926																						
chr9	105754399	105754615																						
chr18	84304004	84304220																						
chr5	102463045	102463261																						
chr19	4578899	4579115																						
chr15	10923665	10923881																						
chr16	91827838	91828054																						
chr9	37069511	37069727																						
chr13	38165007	38165223																						
chr1	88105868	88106084																						
chr12	109446310	109446526																						
chr11	22380979	22381195																						
chr2	128936320	128936536																						
chr9	77782279	77782495																						
chr7	91086167	91086383																						
chr10	73138120	73138336																						
chr13	52828930	52829146																						
chr15	62212619	62212835																						
chr9	102977139	102977355																						
chr2	120780639	120780855																						
chr2	146586427	146586643																						
chr9	47432779	47432995																						
chr7	113261791	113262007																						
chr10	87720118	87720334																						
chr9	23453360	23453576																						
chr10	28096138	28096354																						
chr15	41232764	41232980																						
chr3	96575563	96575779																						
chr10	94007642	94007858																						
chr7	72215618	72215834																						
chr16	8848786	8849002																						
chrX	163591732	163591948																						
chr1	171232489	171232705																						
chr2	90489350	90489566																						
chr3	27905174	27905390																						
chr11	98682315	98682531																						
chr2	84775824	84776040																						
chr3	29732726	29732942																						
chr3	37903612	37903828																						
chr2	50490810	50491026																						
chr15	3236465	3236681																						
chr9	54860618	54860834																						
chr15	84139762	84139978																						
chr2	104490846	104491062																						
chr10	87894783	87894999																						
chr19	21037547	21037763																						
chr13	52994546	52994762																						
chr2	11717401	11717617																						
chr2	63861882	63862098																						
chr4	15937508	15937724																						
chr8	77046717	77046933																						
chr18	4994493	4994709																						
chr1	46853501	46853717																						
chr5	49329095	49329311																						
chr9	111801459	111801675																						
chr1	58101659	58101875																						
chr7	140630629	140630845																						
chr8	120243301	120243517																						
chr1	136929772	136929988																						
chr1	191384556	191384772																						
chr9	86356504	86356720																						
chr3	37639689	37639905																						
chr5	130034053	130034269																						
chr8	104985006	104985222																						
chr19	44991131	44991347																						
chr2	177075136	177075352																						
chr15	26380964	26381180																						
chr19	55192595	55192811																						
chr6	43637360	43637576																						
chr18	74958206	74958422																						
chr9	88344460	88344676																						
chr6	124883442	124883658																						
chr2	94402217	94402433																						
chr6	116650459	116650675																						
chr7	117753264	117753480																						
chr1	36073517	36073733																						
chr12	36945904	36946120																						
chr2	17769416	17769632																						
chr6	82648051	82648267																						
chr10	93112135	93112351																						
chr13	101980296	101980512																						
chr13	109719248	109719464																						
chr14	73410139	73410355																						
chr6	41482534	41482750																						
chr10	8087253	8087469																						
chr11	78204788	78205004																						
chrX	85771381	85771597																						
chr13	31547663	31547879																						
chr4	138326447	138326663																						
chr9	48752037	48752253																						
chr17	33686420	33686636																						
chr3	69186128	69186344																						
chr7	115625334	115625550																						
chr1	7104313	7104529																						
chr8	124922059	124922275																						
chr12	43274278	43274494																						
chr2	18432836	18433052																						
chr8	82255910	82256126																						
chr8	48865526	48865742																						
chr7	75456272	75456488																						
chr7	16597852	16598068																						
chr15	28159004	28159220																						
chr1	39102564	39102780																						
chr17	34728085	34728301																						
chr8	46007357	46007573																						
chr1	16665718	16665934																						
chr4	120805806	120806022																						
chr4	49099516	49099732																						
chr2	48816812	48817028																						
chr17	15340457	15340673																						
chr5	142417944	142418160																						
chr16	70535249	70535465																						
chr9	35168911	35169127																						
chr10	67047883	67048099																						
chr6	145591896	145592112																						
chr12	72792362	72792578																						
chr13	107764028	107764244																						
chr18	38867685	38867901																						
chr4	97818626	97818842																						
chr12	118281589	118281805																						
chr2	144161648	144161864																						
chr15	96679241	96679457																						
chr16	94347121	94347337																						
chr8	105748815	105749031																						
chr8	105010106	105010322																						
chr11	83881545	83881761																						
chr15	55823420	55823636																						
chr4	154933591	154933807																						
chr19	49278945	49279161																						
chr15	80682366	80682582																						
chr9	35127175	35127391																						
chr9	61841283	61841499																						
chr15	82695241	82695457																						
chr11	112720642	112720858																						
chrX	140493613	140493829																						
chr2	156869045	156869261																						
chr5	123854645	123854861																						
chr7	134023863	134024079																						
chr1	55079802	55080018																						
chr1	33734447	33734663																						
chr12	8216894	8217110																						
chr1	166266103	166266319																						
chr14	8036059	8036275																						
chr11	62440946	62441162																						
chr11	121328349	121328565																						
chr5	150598738	150598954																						
chr13	63326181	63326397																						
chr6	21806122	21806338																						
chr11	53699481	53699697																						
chr6	121305722	121305938																						
chr18	60512610	60512826																						
chr13	39448027	39448243																						
chr17	64682044	64682260																						
chr6	143931504	143931720																						
chr19	32309433	32309649																						
chr16	24874318	24874534																						
chr19	40226844	40227060																						
chr19	15592873	15593089																						
chrX	12449753	12449969																						
chr4	81673494	81673710																						
chr12	80804278	80804494																						
chr3	21792334	21792550																						
chr3	54517322	54517538																						
chr2	56613526	56613742																						
chr5	99852360	99852576																						
chr3	129472040	129472256																						
chr11	107263963	107264179																						
chr16	21781388	21781604																						
chr18	59097706	59097922																						
chr11	74926753	74926969																						
chr13	41423806	41424022																						
chr9	32006408	32006624																						
chr10	111756470	111756686																						
chr18	54868766	54868982																						
chr10	20503695	20503911																						
chr10	117081989	117082205																						
chr7	46566339	46566555																						
chr13	67029863	67030079																						
chrX	85803425	85803641																						
chr6	73690473	73690689																						
chr1	16657442	16657658																						
chr5	20720617	20720833																						
chr2	75632676	75632892																						
chr3	90118436	90118652																						
chr14	48708821	48709037																						
chr12	36158431	36158647																						
chr4	97838872	97839088																						
chr4	76361887	76362103																						
chr6	141961983	141962199																						
chr18	5618606	5618822																						
chr4	68922970	68923186																						
chr2	5822575	5822791																						
chr6	14777978	14778194																						
chr10	121512979	121513195																						
chr2	130932951	130933167																						
chr16	62845468	62845684																						
chr1	60859940	60860156																						
chr5	115490857	115491073																						
chr6	134601785	134602001																						
chr6	94168113	94168329																						
chr14	21422921	21423137																						
chr9	63185334	63185550																						
chr7	80049749	80049965																						
chr17	29025209	29025425																						
chr14	100344838	100345054																						
chr6	134764523	134764739																						
chr13	40850800	40851016																						
chr5	66079468	66079684																						
chr5	87255925	87256141																						
chr12	112094550	112094766																						
chr9	54918252	54918468																						
chr15	10276469	10276685																						
chr10	4586790	4587006																						
chr9	15301502	15301718																						
chr19	17769587	17769803																						
chr19	18569098	18569314																						
chr5	90518711	90518927																						
chr8	89208054	89208270																						
chr7	109600878	109601094																						
chr18	34867978	34868194																						
chr15	59424493	59424709																						
chr9	21822851	21823067																						
chr19	32628127	32628343																						
chr4	102425892	102426108																						
chr16	45985155	45985371																						
chr8	26244713	26244929																						
chr7	84107016	84107232																						
chr2	155381159	155381375																						
chr18	28708695	28708911																						
chr15	59786760	59786976																						
chr3	77459400	77459616																						
chrX	49489250	49489466																						
chr3	42676837	42677053																						
chr18	11848243	11848459																						
chr4	55656786	55657002																						
chr18	38778126	38778342																						
chr1	160227932	160228148																						
chr1	91883182	91883398																						
chr14	78850838	78851054																						
chr11	79757743	79757959																						
chr12	112108807	112109023																						
chr6	34179001	34179217																						
chr2	119548770	119548986																						
chr1	37568519	37568735																						
chr3	122206414	122206630																						
chr18	34915934	34916150																						
chr3	27603983	27604199																						
chr16	26505680	26505896																						
chr2	69889422	69889638																						
chr6	51272421	51272637																						
chr14	57991893	57992109																						
chr16	71704662	71704878																						
chr14	74956795	74957011																						
chr12	71848401	71848617																						
chr2	64043098	64043314																						
chr15	96674217	96674433																						
chr5	23871332	23871548																						
chr10	111702547	111702763																						
chr16	56598482	56598698																						
chr8	89318112	89318328																						
chr6	134749359	134749575																						
chr13	64052406	64052622																						
chr8	125381770	125381986																						
chr13	94253072	94253288																						
chr1	4791621	4791837																						
chr16	24229077	24229293																						
chr12	41109640	41109856																						
chr14	59547591	59547807																						
chr5	43136281	43136497																						
chr3	21932036	21932252																						
chr2	32360674	32360890																						
chr12	71296623	71296839																						
chr10	89458776	89458992																						
chr6	59072214	59072430																						
chr3	40995204	40995420																						
chr19	55119725	55119941																						
chr2	130897955	130898171																						
chr11	100842225	100842441																						
chr10	115312769	115312985																						
chr4	132416035	132416251																						
chr19	44057045	44057261																						
chr18	10461783	10461999																						
chr11	6040817	6041033																						
chr7	112450455	112450671																						
chr6	34176051	34176267																						
chr11	88620364	88620580																						
chr11	86725014	86725230																						
chr8	88863059	88863275																						
chr11	81370243	81370459																						
chr12	28509926	28510142																						
chr6	141635325	141635541																						
chr1	100706947	100707163																						
chr18	38669931	38670147																						
chrX	151804967	151805183																						
chr12	72581556	72581772																						
chr19	43904435	43904651																						
chr2	158071316	158071532																						
chr2	126360067	126360283																						
chr16	94316527	94316743																						
chr14	27648521	27648737																						
chr18	35784234	35784450																						
chr6	48829707	48829923																						
chr2	128566343	128566559																						
chr8	35415469	35415685																						
chr4	81789366	81789582																						
chr16	43398007	43398223																						
chr3	60167797	60168013																						
chr3	86996179	86996395																						
chr13	3768569	3768785																						
chr16	13774345	13774561																						
chr19	55166830	55167046																						
chr13	107863317	107863533																						
chr2	128713702	128713918																						
chr5	76305952	76306168																						
chr3	19163356	19163572																						
chr8	117321299	117321515																						
chr19	48654827	48655043																						
chr4	74201524	74201740																						
chr18	74935818	74936034																						
chr7	72345953	72346169																						
chr12	51470931	51471147																						
chr3	50756232	50756448																						
chr2	65548727	65548943																						
chr9	82867848	82868064																						
chr10	68263729	68263945																						
chr4	105417224	105417440																						
chr14	46277622	46277838																						
chr14	14064963	14065179																						
chr16	76347757	76347973																						
chr16	36087887	36088103																						
chr3	152201290	152201506																						
chr10	28103669	28103885																						
chr14	47562606	47562822																						
chr5	146009610	146009826																						
chr9	108690143	108690359																						
chr13	98955248	98955464																						
chr6	83132264	83132480																						
chr18	20665127	20665343																						
chr4	16050117	16050333																						
chr16	47171755	47171971																						
chr12	32692455	32692671																						
chr8	88164290	88164506																						
chr13	108719050	108719266																						
chr9	69285126	69285342																						
chr16	93342314	93342530																						
chr1	126622267	126622483																						
chr14	27673335	27673551																						
chr13	9578509	9578725																						
chr8	33855807	33856023																						
chr13	52974916	52975132																						
chr5	88884880	88885096																						
chr2	27206559	27206775																						
chr6	108453685	108453901																						
chr7	112612760	112612976																						
chr4	63257365	63257581																						
chr2	29948981	29949197																						
chr2	72911580	72911796																						
chr2	118451139	118451355																						
chr19	10122292	10122508																						
chr15	10718844	10719060																						
chr19	46901458	46901674																						
chrX	164978883	164979099																						
chr4	9067760	9067976																						
chr9	60950224	60950440																						
chr3	115793505	115793721																						
chr15	100227023	100227239																						
chr5	28412442	28412658																						
chr13	43531283	43531499																						
chr11	121439737	121439953																						
chr9	77713373	77713589																						
chr18	51119519	51119735																						
chr1	186804423	186804639																						
chr1	37347377	37347593																						
chr8	115913220	115913436																						
chr2	72150749	72150965																						
chr2	132595834	132596050																						
chr10	20621854	20622070																						
chr18	54253226	54253442																						
chr1	191681755	191681971																						
chr10	87572565	87572781																						
chr10	42709151	42709367																						
chr10	99441031	99441247																						
chr3	84640174	84640390																						
chr3	108115168	108115384																						
chr18	68066596	68066812																						
chr3	96106252	96106468																						
chr18	56607867	56608083																						
chr10	75935086	75935302																						
chr12	12793468	12793684																						
chr1	134237586	134237802																						
chr1	167377978	167378194																						
chr2	32527637	32527853																						
chr13	63397442	63397658																						
chr4	89012811	89013027																						
chr10	30000970	30001186																						
chr16	56848312	56848528																						
chr19	11554874	11555090																						
chr7	131257052	131257268																						
chr1	106280323	106280539																						
chr7	84135439	84135655																						
chr15	100067193	100067409																						
chrX	142521056	142521272																						
chr2	132237275	132237491																						
chr8	105103794	105104010																						
chr11	94362307	94362523																						
chr5	120575956	120576172																						
chr7	19816369	19816585																						
chr1	120120203	120120419																						
chr3	41065473	41065689																						
chr6	37926885	37927101																						
chr1	182320628	182320844																						
chr5	109407234	109407450																						
chr3	62349327	62349543																						
chr2	167323132	167323348																						
chr8	125385626	125385842																						
chr9	83533440	83533656																						
chr3	108013284	108013500																						
chr10	68268788	68269004																						
chr11	105602260	105602476																						
chr11	21016597	21016813																						
chr7	114356591	114356807																						
chr14	30869326	30869542																						
chr8	105754821	105755037																						
chr17	34975812	34976028																						
chr9	62096714	62096930																						
chr5	136442298	136442514																						
chr9	22214025	22214241																						
chr16	49874614	49874830																						
chr8	93387134	93387350																						
chr11	35962526	35962742																						
chr13	101877191	101877407																						
chr9	61843538	61843754																						
chr10	71323752	71323968																						
chr16	22891816	22892032																						
chr2	117127765	117127981																						
chr10	24702661	24702877																						
chr6	23114819	23115035																						
chr2	6128968	6129184																						
chr16	91373695	91373911																						
chr14	65716228	65716444																						
chrX	12273750	12273966																						
chr6	120905242	120905458																						
chr10	111828050	111828266																						
chr5	134816192	134816408																						
chr3	101958190	101958406																						
chr2	180701208	180701424																						
chr13	78220360	78220576																						
chr1	151270787	151271003																						
chr15	88831522	88831738																						
chr15	25473314	25473530																						
chr6	134263401	134263617																						
chr13	20130364	20130580																						
chr2	118529436	118529652																						
chr2	77541030	77541246																						
chr2	149004901	149005117																						
chr10	68354489	68354705																						
chr4	82476425	82476641																						
chr4	7144370	7144586																						
chr16	91239100	91239316																						
