#name (cmd = mergePeaks -d given pCREB.fed.mergepeaks.txt pCREB.fast.mergepeaks.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	pCREB.fed.mergepeaks.txt	pCREB.fast.mergepeaks.txt
Merged-chr7-3331960-1	chr7	3331808	3332112	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-3331960-1	
Merged-chr7-58399411-1	chr7	58399226	58399596	+	12.010000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-58399417-3	
Merged-chr10-58255406-1	chr10	58255238	58255575	+	9.950000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-58255409-3	
Merged-chr9-44320457-1	chr9	44320311	44320603	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-44320457-1	
Merged-chr16-13437205-1	chr16	13437044	13437366	+	8.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr16-13437208-2	
Merged-chr4-16013903-1	chr4	16013738	16014068	+	9.764999	pCREB.fed.mergepeaks.txt	1	Merged-chr4-16013900-2	
Merged-chr18-74962085-1	chr18	74961939	74962231	+	10.900000	pCREB.fed.mergepeaks.txt	1	Merged-chr18-74962085-1	
Merged-chr10-30289304-1	chr10	30289153	30289455	+	8.150000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-30289304-1	
Merged-chr11-63922357-1	chr11	63922205	63922509	+	9.750000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-63922357-1	
Merged-chr5-151187442-1	chr5	151187296	151187588	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-151187442-1	
Merged-chr17-45972533-1	chr17	45972387	45972679	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr17-45972533-1	
Merged-chr4-150008358-1	chr4	150008212	150008504	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-150008358-1	
Merged-chr10-68446824-1	chr10	68446678	68446970	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-68446824-1	
Merged-chr19-39308910-1	chr19	39308764	39309056	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr19-39308910-1	
Merged-chr2-4559878-1	chr2	4559732	4560024	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-4559878-1	
Merged-chr1-127732628-1	chr1	127732482	127732774	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-127732628-1	
Merged-chr13-17695142-1	chr13	17694936	17695349	+	10.156667	pCREB.fed.mergepeaks.txt	1	Merged-chr13-17695142-3	
Merged-chr2-90490355-1	chr2	90490209	90490501	+	11.500000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-90490355-1	
Merged-chr13-109891795-1	chr13	109891644	109891946	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr13-109891795-1	
Merged-chr13-63815426-1	chr13	63815242	63815610	+	14.133333	pCREB.fed.mergepeaks.txt	1	Merged-chr13-63815419-3	
Merged-chr10-127520849-1	chr10	127520703	127520995	+	11.500000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-127520849-1	
Merged-chrX-12587609-1	chrX	12587463	12587755	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chrX-12587609-1	
Merged-chr13-37460519-1	chr13	37460368	37460670	+	15.500000	pCREB.fed.mergepeaks.txt	1	Merged-chr13-37460519-1	
Merged-chr10-89732312-1	chr10	89732166	89732458	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-89732312-1	
Merged-chr10-45018214-1	chr10	45018034	45018395	+	9.675000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-45018211-2	
Merged-chr7-127209070-1	chr7	127208870	127209270	+	15.566667	pCREB.fed.mergepeaks.txt	1	Merged-chr7-127209074-3	
Merged-chr2-84756324-1	chr2	84756178	84756470	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-84756324-1	
Merged-chr4-24898005-1	chr4	24897822	24898189	+	8.505000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-24898002-2	
Merged-chr12-104397551-1	chr12	104397399	104397703	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-104397551-1	
Merged-chr9-119357720-1	chr9	119357574	119357866	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-119357720-1	
Merged-chr7-39544537-1	chr7	39544391	39544683	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-39544537-1	
Merged-chr17-64319266-1	chr17	64319115	64319417	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr17-64319266-1	
Merged-chr19-42752625-1	chr19	42752474	42752776	+	10.400000	pCREB.fed.mergepeaks.txt	1	Merged-chr19-42752625-1	
Merged-chr18-49905207-1	chr18	49905056	49905358	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr18-49905207-1	
Merged-chr19-46056468-1	chr19	46056322	46056614	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr19-46056468-1	
Merged-chr3-41581804-1	chr3	41581658	41581950	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-41581804-1	
Merged-chr4-97103389-1	chr4	97103243	97103535	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-97103389-1	
Merged-chr8-34794343-1	chr8	34794123	34794563	+	14.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-34794349-3	
Merged-chr1-168432741-1	chr1	168432522	168432961	+	8.456667	pCREB.fed.mergepeaks.txt	1	Merged-chr1-168432747-3	
Merged-chr12-52474713-1	chr12	52474561	52474865	+	9.750000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-52474713-1	
Merged-chr9-103202034-1	chr9	103201882	103202186	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-103202034-1	
Merged-chr6-39810841-1	chr6	39810685	39810998	+	9.639999	pCREB.fed.mergepeaks.txt	1	Merged-chr6-39810839-2	
Merged-chr6-145710388-1	chr6	145710236	145710540	+	9.750000	pCREB.fed.mergepeaks.txt	1	Merged-chr6-145710388-1	
Merged-chr2-107964988-1	chr2	107964836	107965140	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-107964988-1	
Merged-chr7-13009599-1	chr7	13009453	13009745	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-13009599-1	
Merged-chr1-178236204-1	chr1	178236030	178236379	+	10.264999	pCREB.fed.mergepeaks.txt	1	Merged-chr1-178236204-2	
Merged-chr17-20945188-1	chr17	20945026	20945350	+	12.076667	pCREB.fed.mergepeaks.txt	1	Merged-chr17-20945189-3	
Merged-chr13-54621792-1	chr13	54621579	54622005	+	16.133333	pCREB.fed.mergepeaks.txt	1	Merged-chr13-54621773-3	
Merged-chr18-65052939-1	chr18	65052726	65053152	+	15.850000	pCREB.fed.mergepeaks.txt	1	Merged-chr18-65052942-2	
Merged-chr5-137338384-1	chr5	137338238	137338530	+	10.900000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-137338384-1	
Merged-chr19-9898565-1	chr19	9898413	9898717	+	9.170000	pCREB.fed.mergepeaks.txt	1	Merged-chr19-9898565-1	
Merged-chr2-144593889-1	chr2	144593743	144594035	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-144593889-1	
Merged-chr5-146221489-1	chr5	146221343	146221635	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-146221489-1	
Merged-chr1-74236343-1	chr1	74236191	74236495	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-74236343-1	
Merged-chr9-71726368-1	chr9	71726216	71726520	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-71726368-1	
Merged-chr19-36713403-1	chr19	36713251	36713555	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr19-36713403-1	
Merged-chr8-84661768-1	chr8	84661617	84661919	+	16.299999	pCREB.fed.mergepeaks.txt	1	Merged-chr8-84661768-1	
Merged-chr2-163580562-1	chr2	163580393	163580731	+	10.335000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-163580559-2	
Merged-chr14-105258712-1	chr14	105258566	105258858	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-105258712-1	
Merged-chr5-21267231-1	chr5	21267080	21267382	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-21267231-1	
Merged-chr3-62348629-1	chr3	62348483	62348775	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-62348629-1	
Merged-chr13-14063484-1	chr13	14063291	14063678	+	12.366667	pCREB.fed.mergepeaks.txt	1	Merged-chr13-14063499-3	
Merged-chr10-34282176-1	chr10	34281984	34282369	+	10.195000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-34282177-2	
Merged-chr9-32592009-1	chr9	32591858	32592160	+	11.100000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-32592009-1	
Merged-chr13-55444969-1	chr13	55444757	55445182	+	9.483334	pCREB.fed.mergepeaks.txt	1	Merged-chr13-55444960-3	
Merged-chr13-60701687-1	chr13	60701541	60701833	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr13-60701687-1	
Merged-chr4-104986604-1	chr4	104986458	104986750	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-104986604-1	
Merged-chr18-84951589-1	chr18	84951412	84951766	+	10.365000	pCREB.fed.mergepeaks.txt	1	Merged-chr18-84951586-2	
Merged-chr7-19832157-1	chr7	19831991	19832324	+	9.965000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-19832155-2	
Merged-chr10-60002891-1	chr10	60002632	60003150	+	9.626667	pCREB.fed.mergepeaks.txt	1	Merged-chr10-60002890-3	
Merged-chr18-61211406-1	chr18	61211260	61211552	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr18-61211406-1	
Merged-chr11-77326938-1	chr11	77326792	77327084	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-77326938-1	
Merged-chr9-21726656-1	chr9	21726468	21726844	+	10.135000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-21726656-2	
Merged-chr9-121890259-1	chr9	121890113	121890405	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-121890259-1	
Merged-chr1-176814717-1	chr1	176814571	176814863	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-176814717-1	
Merged-chr2-93045662-1	chr2	93045479	93045846	+	12.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-93045659-2	
Merged-chr5-22432091-1	chr5	22431940	22432242	+	13.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-22432091-1	
Merged-chr6-144101050-1	chr6	144100904	144101196	+	7.240000	pCREB.fed.mergepeaks.txt	1	Merged-chr6-144101050-1	
Merged-chr14-120257664-1	chr14	120257512	120257816	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-120257664-1	
Merged-chr2-11777606-1	chr2	11777425	11777788	+	10.830000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-11777615-3	
Merged-chr16-24371756-1	chr16	24371604	24371908	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr16-24371756-1	
Merged-chr4-109116680-1	chr4	109116486	109116874	+	8.809999	pCREB.fed.mergepeaks.txt	1	Merged-chr4-109116677-2	
Merged-chr3-88510212-1	chr3	88510043	88510382	+	12.963333	pCREB.fed.mergepeaks.txt	1	Merged-chr3-88510211-3	
Merged-chr1-156558773-1	chr1	156558627	156558919	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-156558773-1	
Merged-chr18-64620020-1	chr18	64619874	64620166	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr18-64620020-1	
Merged-chr1-59934296-1	chr1	59934150	59934442	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-59934296-1	
Merged-chr1-105926094-1	chr1	105925942	105926246	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-105926094-1	
Merged-chr4-41314338-1	chr4	41314187	41314489	+	11.100000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-41314338-1	
Merged-chr10-20167007-1	chr10	20166861	20167153	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-20167007-1	
Merged-chr7-118704511-1	chr7	118704339	118704684	+	11.425000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-118704514-2	
Merged-chr9-35123901-1	chr9	35123755	35124047	+	15.100000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-35123901-1	
Merged-chr8-107048451-1	chr8	107048231	107048671	+	10.350000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-107048453-2	
Merged-chr1-4807766-1	chr1	4807600	4807933	+	9.100000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-4807763-2	
Merged-chr19-38602853-1	chr19	38602701	38603005	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr19-38602853-1	
Merged-chr5-146676032-1	chr5	146675886	146676178	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-146676032-1	
Merged-chr4-133546005-1	chr4	133545843	133546168	+	9.500000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-133546005-2	
Merged-chr8-64947345-1	chr8	64947137	64947554	+	9.040000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-64947343-2	
Merged-chr1-37997286-1	chr1	37997086	37997487	+	11.923333	pCREB.fed.mergepeaks.txt	1	Merged-chr1-37997291-3	
Merged-chr8-95137818-1	chr8	95137672	95137964	+	10.900000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-95137818-1	
Merged-chr6-117917587-1	chr6	117917435	117917739	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr6-117917587-1	
Merged-chr5-137974890-1	chr5	137974744	137975036	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-137974890-1	
Merged-chr4-3052426-1	chr4	3052280	3052572	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-3052426-1	
Merged-chr2-155236474-1	chr2	155236321	155236627	+	8.065001	pCREB.fed.mergepeaks.txt	1	Merged-chr2-155236476-2	
Merged-chr7-45635387-1	chr7	45635235	45635539	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-45635387-1	
Merged-chr14-45983556-1	chr14	45983410	45983702	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-45983556-1	
Merged-chr15-98662805-1	chr15	98662600	98663011	+	9.975000	pCREB.fed.mergepeaks.txt	1	Merged-chr15-98662808-2	
Merged-chr3-90509573-1	chr3	90509403	90509743	+	11.200000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-90509576-2	
Merged-chr10-86886098-1	chr10	86885946	86886250	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-86886098-1	
Merged-chr11-53769930-1	chr11	53769771	53770089	+	11.616667	pCREB.fed.mergepeaks.txt	1	Merged-chr11-53769926-3	
Merged-chr19-41829825-1	chr19	41829673	41829977	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr19-41829825-1	
Merged-chr2-20969649-1	chr2	20969503	20969795	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-20969649-1	
Merged-chr11-80184603-1	chr11	80184457	80184749	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-80184603-1	
Merged-chr5-52992599-1	chr5	52992448	52992750	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-52992599-1	
Merged-chr8-123443242-1	chr8	123443043	123443441	+	10.843333	pCREB.fed.mergepeaks.txt	1	Merged-chr8-123443246-3	
Merged-chr3-105687850-1	chr3	105687704	105687996	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-105687850-1	
Merged-chr11-97813929-1	chr11	97813777	97814081	+	9.170000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-97813929-1	
Merged-chr6-47920504-1	chr6	47920353	47920655	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr6-47920504-1	
Merged-chr12-100199454-1	chr12	100199266	100199643	+	9.320000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-100199455-2	
Merged-chr5-121452321-1	chr5	121452132	121452510	+	10.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-121452318-2	
Merged-chr13-93472222-1	chr13	93472076	93472368	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr13-93472222-1	
Merged-chr11-115192491-1	chr11	115192345	115192637	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-115192491-1	
Merged-chr5-143528069-1	chr5	143527916	143528223	+	9.030001	pCREB.fed.mergepeaks.txt	1	Merged-chr5-143528070-2	
Merged-chr12-80115790-1	chr12	80115515	80116066	+	14.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-80115769-3	
Merged-chr18-73844615-1	chr18	73844434	73844797	+	12.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr18-73844616-2	
Merged-chr18-44586471-1	chr18	44586325	44586617	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr18-44586471-1	
Merged-chr8-98300274-1	chr8	98300123	98300425	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-98300274-1	
Merged-chr3-24606846-1	chr3	24606700	24606992	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-24606846-1	
Merged-chr14-7774158-1	chr14	7773992	7774325	+	10.825000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-7774161-2	
Merged-chr9-78108842-1	chr9	78108690	78108994	+	9.750000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-78108842-1	
Merged-chr8-13676440-1	chr8	13676294	13676586	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-13676440-1	
Merged-chr12-86241908-1	chr12	86241707	86242109	+	14.349999	pCREB.fed.mergepeaks.txt	1	Merged-chr12-86241908-2	
Merged-chr13-29360868-1	chr13	29360722	29361014	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr13-29360868-1	
Merged-chr15-97041549-1	chr15	97041403	97041695	+	7.240000	pCREB.fed.mergepeaks.txt	1	Merged-chr15-97041549-1	
Merged-chr1-93305889-1	chr1	93305729	93306050	+	9.700000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-93305886-2	
Merged-chr10-10558059-1	chr10	10557913	10558205	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-10558059-1	
Merged-chr7-101933919-1	chr7	101933768	101934070	+	11.100000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-101933919-1	
Merged-chr1-93500185-1	chr1	93500034	93500336	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-93500185-1	
Merged-chr11-113750634-1	chr11	113750488	113750780	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-113750634-1	
Merged-chr15-82016259-1	chr15	82016082	82016436	+	10.825000	pCREB.fed.mergepeaks.txt	1	Merged-chr15-82016262-2	
Merged-chr16-62847008-1	chr16	62846857	62847159	+	11.100000	pCREB.fed.mergepeaks.txt	1	Merged-chr16-62847008-1	
Merged-chr16-16983289-1	chr16	16983112	16983466	+	9.910000	pCREB.fed.mergepeaks.txt	1	Merged-chr16-16983290-3	
Merged-chr5-31048335-1	chr5	31048183	31048487	+	9.170000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-31048335-1	
Merged-chr8-71561270-1	chr8	71561119	71561421	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-71561270-1	
Merged-chr4-151996385-1	chr4	151996184	151996586	+	11.333334	pCREB.fed.mergepeaks.txt	1	Merged-chr4-151996378-3	
Merged-chr8-123716103-1	chr8	123715927	123716279	+	8.240000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-123716106-2	
Merged-chr2-61593478-1	chr2	61593266	61593690	+	9.965000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-61593475-2	
Merged-chr1-88277594-1	chr1	88277442	88277746	+	36.099998	pCREB.fed.mergepeaks.txt	1	Merged-chr1-88277594-1	
Merged-chr6-142387116-1	chr6	142386965	142387267	+	11.100000	pCREB.fed.mergepeaks.txt	1	Merged-chr6-142387116-1	
Merged-chr17-24527949-1	chr17	24527774	24528125	+	15.500000	pCREB.fed.mergepeaks.txt	1	Merged-chr17-24527956-3	
Merged-chr13-91224237-1	chr13	91224091	91224383	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr13-91224237-1	
Merged-chr18-10725399-1	chr18	10725202	10725597	+	8.830000	pCREB.fed.mergepeaks.txt	1	Merged-chr18-10725399-2	
Merged-chr7-37931968-1	chr7	37931822	37932114	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-37931968-1	
Merged-chr4-7146789-1	chr4	7146643	7146935	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-7146789-1	
Merged-chr18-64661267-1	chr18	64661034	64661500	+	11.783333	pCREB.fed.mergepeaks.txt	1	Merged-chr18-64661258-3	
Merged-chr7-127895724-1	chr7	127895578	127895870	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-127895724-1	
Merged-chr15-88828093-1	chr15	88827947	88828239	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr15-88828093-1	
Merged-chr11-26387368-1	chr11	26387188	26387548	+	10.903333	pCREB.fed.mergepeaks.txt	1	Merged-chr11-26387372-3	
Merged-chr12-103550186-1	chr12	103550034	103550338	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-103550186-1	
Merged-chr13-74062070-1	chr13	74061919	74062221	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr13-74062070-1	
Merged-chr10-85044234-1	chr10	85044025	85044443	+	10.350000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-85044236-2	
Merged-chr18-80555561-1	chr18	80555410	80555712	+	8.150000	pCREB.fed.mergepeaks.txt	1	Merged-chr18-80555561-1	
Merged-chr3-108591459-1	chr3	108591307	108591611	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-108591459-1	
Merged-chr14-70100051-1	chr14	70099876	70100226	+	11.175000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-70100048-2	
Merged-chr12-112597258-1	chr12	112597112	112597404	+	12.100000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-112597258-1	
Merged-chr12-111039136-1	chr12	111038984	111039288	+	6.880000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-111039136-1	
Merged-chr17-73881552-1	chr17	73881406	73881698	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr17-73881552-1	
Merged-chr2-128612525-1	chr2	128612373	128612677	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr2-128612525-1	
Merged-chr13-23571274-1	chr13	23571128	23571420	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr13-23571274-1	
Merged-chr10-95837112-1	chr10	95836966	95837258	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-95837112-1	
Merged-chr10-13967623-1	chr10	13967471	13967775	+	9.170000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-13967623-1	
Merged-chr14-47188131-1	chr14	47187980	47188282	+	8.890000	pCREB.fed.mergepeaks.txt	1	Merged-chr14-47188131-1	
Merged-chr3-155093558-1	chr3	155093406	155093710	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-155093558-1	
Merged-chr13-102077003-1	chr13	102076857	102077149	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr13-102077003-1	
Merged-chr12-112108981-1	chr12	112108829	112109133	+	8.030000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-112108981-1	
Merged-chr12-32679018-1	chr12	32678872	32679164	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-32679018-1	
Merged-chr4-155601815-1	chr4	155601620	155602011	+	10.260000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-155601805-3	
Merged-chr11-17211664-1	chr11	17211518	17211810	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-17211664-1	
Merged-chr4-45342069-1	chr4	45341923	45342215	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-45342069-1	
Merged-chr19-12011029-1	chr19	12010849	12011209	+	12.700000	pCREB.fed.mergepeaks.txt	1	Merged-chr19-12011032-2	
Merged-chr8-126736004-1	chr8	126735858	126736150	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-126736004-1	
Merged-chr17-63391540-1	chr17	63391386	63391695	+	8.525000	pCREB.fed.mergepeaks.txt	1	Merged-chr17-63391543-2	
Merged-chr3-51224587-1	chr3	51224358	51224816	+	8.795000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-51224584-2	
Merged-chr8-108990775-1	chr8	108990629	108990921	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr8-108990775-1	
Merged-chr3-88336134-1	chr3	88335988	88336280	+	7.840000	pCREB.fed.mergepeaks.txt	1	Merged-chr3-88336134-1	
Merged-chr10-96233007-1	chr10	96232861	96233153	+	8.450000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-96233007-1	
Merged-chr4-59581032-1	chr4	59580886	59581178	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr4-59581032-1	
Merged-chr3-94837312-1	chr3	94837158	94837467	+	15.599999	pCREB.fed.mergepeaks.txt	1	Merged-chr3-94837310-3	
Merged-chr13-35167756-1	chr13	35167605	35167907	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr13-35167756-1	
Merged-chr10-128253942-1	chr10	128253688	128254196	+	12.150000	pCREB.fed.mergepeaks.txt	1	Merged-chr10-128253939-2	
Merged-chr7-66689925-1	chr7	66689779	66690071	+	9.650000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-66689925-1	
Merged-chr6-116265701-1	chr6	116265489	116265914	+	10.825000	pCREB.fed.mergepeaks.txt	1	Merged-chr6-116265704-2	
Merged-chr1-153909770-1	chr1	153909618	153909922	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-153909770-1	
Merged-chr2-71453393-1	chr2	71453227	71453559	+	8.065001	pCREB.fed.mergepeaks.txt	1	Merged-chr2-71453390-2	
Merged-chr9-60688083-1	chr9	60687877	60688290	+	10.035000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-60688080-2	
Merged-chr5-120612656-1	chr5	120612505	120612807	+	11.800000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-120612656-1	
Merged-chr12-4463915-1	chr12	4463728	4464103	+	10.635000	pCREB.fed.mergepeaks.txt	1	Merged-chr12-4463912-2	
Merged-chr11-63861041-1	chr11	63860890	63861192	+	10.400000	pCREB.fed.mergepeaks.txt	1	Merged-chr11-63861041-1	
Merged-chr7-28528149-1	chr7	28528003	28528295	+	9.050000	pCREB.fed.mergepeaks.txt	1	Merged-chr7-28528149-1	
Merged-chr5-123172189-1	chr5	123172043	123172335	+	10.300000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-123172189-1	
Merged-chr5-134986181-1	chr5	134986030	134986332	+	11.800000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-134986181-1	
Merged-chr19-55257793-1	chr19	55257641	55257945	+	8.600000	pCREB.fed.mergepeaks.txt	1	Merged-chr19-55257793-1	
Merged-chr1-161035146-1	chr1	161034896	161035397	+	14.500000	pCREB.fed.mergepeaks.txt	1	Merged-chr1-161035129-3	
Merged-chr9-57708491-1	chr9	57708278	57708705	+	11.850000	pCREB.fed.mergepeaks.txt	1	Merged-chr9-57708513-3	
Merged-chr5-87016906-1	chr5	87016755	87017057	+	9.630000	pCREB.fed.mergepeaks.txt	1	Merged-chr5-87016906-1	
